year,Base case cost,Modeled non-residential ashp
2017,791176.016626,907725.250232
2018,849567.163733,961747.584434
2019,926519.82084,1033638.15842
2020,972822.853989,1076482.42781
2021,1002110.89094,1102832.57226
2022,1026694.06805,1124727.28252
2023,1051188.6412,1146849.30168
2024,1069501.21815,1162833.84381
2025,1087964.64526,1179012.71186
2026,1110009.17237,1198679.9741
2027,1137214.72537,1223617.30524
2028,1154452.40217,1238762.41276
2029,1175346.03928,1257467.85893
2030,1191088.85623,1271263.84311
2031,1214062.09334,1292057.63142
