year,Base case cost,Modeled transmission and interties
2021,335855.854839,1843423.72872
2022,348970.769374,1836130.05043
2023,358720.682687,1827397.21951
2024,368595.006257,1817509.60332
2025,378593.740082,1809112.78746
2026,390550.454373,1803317.79937
2027,401420.059994,1796763.45034
2028,410553.846323,1788745.25817
2029,421999.589917,1784638.50247
2030,430399.50384,1776667.92313
2031,442713.897618,1773390.19137
2032,456141.318869,1770766.87514
2033,468400.912891,1768189.89327
2034,481775.015461,1767212.04889
2035,491710.803621,1762855.73012
2036,505358.90497,1762909.12265
2037,515138.439772,1759079.51354
2038,529053.134528,1760122.16011
2039,539666.514263,1758883.34605
2040,554873.446504,1762013.31844
