year,annotation,consumption,consumption residential,consumption non-residential
2003,,3459400.0,561532.0,2897868.0
2004,,3616830.0,548065.0,3068765.0
2005,,3469857.0,519966.0,2949891.0
2006,,3510576.0,524225.0,2986351.0
2007,,3293113.0,295105.0,2998008.0
2008,,3396322.0,398314.0,2998008.0
2009,,3203287.0,411186.0,2792101.0
2010,,3529624.0,677802.0,2851822.0
2011,,3324864.0,652564.0,2672300.0
2012,,3764426.0,671527.0,3092899.0
2013,,3782748.0,710337.0,3072411.0
2014,,3754653.0,698618.0,3056035.0
2015,,3555171.0,689593.0,2865578.0
2016,start of forecast,3712917.0,714909.0,2998008.0
2017,,3723847.0,725839.0,2998008.0
2018,,3732491.0,734483.0,2998008.0
2019,,3737889.0,739881.0,2998008.0
2020,,3741601.0,743593.0,2998008.0
2021,,3743915.0,745907.0,2998008.0
2022,,3743026.0,745018.0,2998008.0
2023,,3739797.0,741789.0,2998008.0
2024,,3734572.0,736564.0,2998008.0
2025,,3728563.0,730555.0,2998008.0
2026,,3721967.0,723959.0,2998008.0
2027,,3714726.0,716718.0,2998008.0
2028,,3706325.0,708317.0,2998008.0
2029,,3692143.0,694135.0,2998008.0
2030,,3677486.0,679478.0,2998008.0
2031,,3663660.0,665652.0,2998008.0
2032,,3652095.0,654087.0,2998008.0
2033,,3640763.0,642755.0,2998008.0
2034,,3628385.0,630377.0,2998008.0
2035,,3614065.0,616057.0,2998008.0
2036,,3597909.0,599901.0,2998008.0
2037,,3579543.0,581535.0,2998008.0
2038,,3561300.0,563292.0,2998008.0
2039,,3543610.0,545602.0,2998008.0
2040,,3526381.0,528373.0,2998008.0
