year,Base case cost,Modeled residential ashp
2017,24244.1504764,133450.709011
2018,26071.6929594,122105.452144
2019,28574.1666065,107259.366317
2020,30557.7383048,100279.212666
2021,31390.3847265,94414.577573
2022,32008.1546524,89680.0037028
2023,32433.0240875,85962.9359274
2024,32782.1983935,82666.9903637
2025,34089.5623166,79934.3051882
2026,34613.533372,75903.6765801
2027,35057.2791941,72301.9799545
2028,35415.7857057,69153.1002919
2029,36841.856935,66317.2718197
2030,38093.0556781,64466.7117188
2031,38649.5806064,60601.2307094
