year,Base case cost,Modeled residential ashp
2017,24330.9673974,220892.786833
2018,27061.3605708,212101.424083
2019,29948.2335438,200098.282644
2020,31358.1017399,192540.730494
2021,32298.0138706,186451.277252
2022,33036.5162591,181034.571195
2023,33506.4723244,176487.165164
2024,34948.0783112,172985.44328
2025,35431.4740698,168597.810403
2026,36052.9829022,163887.877937
2027,36605.4351977,159443.347546
2028,37019.7744194,155459.055306
2029,38687.8114639,151997.690617
2030,39042.6939295,148349.420773
2031,39681.4823675,143985.731633
