year,Base case cost,Modeled residential ashp
2017,518757.102561,1007171.14166
2018,567347.382561,1012924.94935
2019,633934.062561,1025088.46111
2020,662929.63798,1021223.95863
2021,678987.900838,1012953.93061
2022,696704.200838,1008947.36453
2023,701744.396257,997232.828464
2024,706612.539115,985572.409954
2025,717074.259115,979726.437942
2026,725153.634534,969345.545862
2027,731293.389953,958419.805184
2028,735531.202811,946981.956667
2029,741292.88823,936084.726012
2030,743506.911088,924204.272394
2031,750564.126507,913806.182596
