year,Base case cost,Modeled non-residential ashp
2017,518757.102561,559282.299198
2018,567347.382561,603680.037945
2019,633934.062561,664851.693503
2020,662929.63798,690687.297031
2021,678987.900838,704473.834845
2022,696704.200838,720185.146446
2023,701744.396257,723735.089327
2024,706612.539115,727130.439822
2025,717074.259115,736136.418417
2026,725153.634534,742528.275435
2027,731293.389953,747120.987666
2028,735531.202811,749951.851441
2029,741292.88823,754197.881363
2030,743506.911088,755159.821342
2031,750564.126507,760607.100741
