year,Base case cost,Modeled transmission and interties
2021,559506.763033,1235909.45503
2022,578800.099689,1251021.96142
2023,592305.435349,1257595.81873
2024,601713.328546,1264069.91077
2025,615213.307072,1271042.3815
2026,630641.853957,1282582.52741
2027,644141.832482,1292127.14572
2028,653784.674286,1297485.55868
2029,669478.781974,1309922.78758
2030,679394.837629,1313801.44257
2031,695111.139159,1326617.44221
2032,710558.053362,1341448.93266
2033,727647.311892,1353890.03059
2034,745018.202627,1369039.74856
2035,756598.79645,1377783.36272
2036,773969.687185,1393244.83957
2037,783620.182038,1400104.96195
2038,801308.674308,1418456.8418
2039,816755.588512,1429990.14038
2040,836064.231266,1448229.96365
