year,Base case cost,Modeled residential ashp
2017,135380.060177,215676.963146
2018,145469.435605,224724.668978
2019,159430.851034,237780.875077
2020,165978.553291,243251.489675
2021,170546.364817,246717.708861
2022,179634.157246,254700.999246
2023,182062.638527,256024.310794
2024,184038.921333,256910.759817
2025,186450.840664,258271.281579
2026,189380.731275,260189.45777
2027,191799.661825,261608.877392
2028,193816.036278,262640.053512
2029,202753.83017,270635.535084
2030,204467.798769,271403.062427
2031,207549.488771,273596.730779
