year,Base case cost,Modeled non-residential ashp
2017,135380.060177,157951.989314
2018,145469.435605,167889.105265
2019,159430.851034,181757.092682
2020,165978.553291,188118.319618
2021,170546.364817,192479.4894
2022,179634.157246,201351.314021
2023,182062.638527,203555.792174
2024,184038.921333,205308.110381
2025,186450.840664,207507.673424
2026,189380.731275,210237.60331
2027,191799.661825,212455.583515
2028,193816.036278,214271.222504
2029,202753.83017,223022.749082
2030,204467.798769,224541.886667
2031,207549.488771,227451.184849
