year,Base case cost,Modeled residential ashp
2017,628127.927722,760917.07111
2018,653472.474787,783327.46782
2019,701708.113681,827650.906241
2020,711266.623124,835403.784696
2021,725847.918374,848781.325955
2022,736783.889812,858814.481899
2023,744985.868391,866339.348857
2024,751365.185063,872192.023158
2025,758655.832688,878880.793787
2026,767769.142219,887241.757074
2027,775971.120798,894766.624032
2028,768376.700351,886645.561214
2029,776432.181545,894023.930788
2030,781802.502341,898942.843837
2031,790753.037002,907141.032253
