year,Base case cost,Modeled non-residential ashp
2017,628127.927722,724218.041869
2018,653472.474787,749107.223867
2019,701708.113681,796735.709339
2020,711266.623124,806013.994124
2021,725847.918374,820408.472937
2022,736783.889812,831204.332047
2023,744985.868391,839301.226379
2024,751365.185063,845598.810859
2025,758655.832688,852796.050266
2026,767769.142219,861792.599524
2027,775971.120798,869889.493856
2028,768376.700351,862213.341217
2029,776432.181545,870163.738165
2030,781802.502341,875464.002797
2031,790753.037002,884297.777184
