year,Base case cost,Modeled residential energy efficiency
2017,4333399.67178,4137612.34303
2018,4610380.32114,4353439.62767
2019,4996030.97203,4654264.64364
2020,5179916.71027,4796723.90901
2021,5299495.49613,4888685.04629
2022,5383221.45326,4950711.42239
2023,5447494.39106,4999202.84671
2024,5485058.37611,5024930.69666
2025,5540281.91783,5064372.72491
2026,5604021.14023,5110357.74464
2027,5658302.38898,5148857.47993
2028,5694295.88577,5173014.84161
2029,5765571.12463,5226535.87781
2030,5801041.82653,5252143.13379
2031,5871554.91534,5302929.33075
2032,5932667.13917,5346287.35193
2033,6002066.60902,5395959.92994
2034,6070894.99223,5445061.4213
2035,6122611.81135,5482969.41613
2036,6200361.09614,5540991.80908
