year,Base case cost,Modeled non-residential ashp
2017,2043009.96705,2294888.28834
2018,2281884.30929,2466548.77017
2019,2613226.13886,2704658.47076
2020,2775044.24168,2820944.60361
2021,2882922.97688,2898468.69217
2022,2967684.84026,2959380.47605
2023,3029329.83181,3003679.95523
2024,3075563.57547,3036904.56461
2025,3137208.56702,3081204.04379
2026,3206559.18251,3131040.95787
2027,3268204.17406,3175340.43705
2028,3314437.91772,3208565.04643
2029,3383788.53321,3258401.96051
2030,3422316.65293,3286089.135
2031,3499372.89236,3341463.48397
