year,Base case cost,Modeled non-residential ashp
2017,596818.647401,877529.977671
2018,652720.696825,927977.654533
2019,729327.208999,998641.694031
2020,768665.688223,1033169.44589
2021,793511.043523,1053696.52483
2022,814215.506273,1070283.48446
2023,826638.183922,1078903.29789
2024,839060.861572,1087604.09485
2025,851483.539222,1096383.97725
2026,868047.109422,1109266.1282
2027,882540.233346,1120211.18261
2028,894962.910996,1129217.37278
2029,909456.034921,1140308.00906
2030,919808.266296,1147443.8507
2031,936371.836495,1160685.84301
