year,Base case cost,Modeled residential ashp
2017,6669865.46776,5931048.73783
2018,7129434.62868,6261866.79507
2019,7737522.6714,6692922.07023
2020,8072598.5295,6947528.48852
2021,8343568.84501,7159487.88151
2022,8570887.69567,7343889.69761
2023,8745551.34881,7491730.20415
2024,8929339.86901,7648695.57775
2025,9107570.25711,7800102.81925
2026,9320841.69359,7975821.85048
2027,9495317.50613,8123474.51642
2028,9679079.69826,8280413.56195
2029,9897252.7516,8466398.83937
2030,10075270.7839,8622958.3544
2031,10299578.9097,8809714.07494
