year,Base case cost,Modeled residential ashp
2017,13452676.8441,16504184.0302
2018,14120522.2111,17006747.0287
2019,15003611.7581,17700094.1835
2020,15421521.3677,17980788.0336
2021,15721373.084,18160343.9287
2022,15952838.883,18282458.4821
2023,16084736.5087,18315901.2613
2024,16224477.8993,18359148.1121
2025,16384093.9557,18421220.9768
2026,16519051.8153,18460505.1394
2027,16628613.3428,18476218.6477
2028,16692672.8336,18451176.0237
2029,16858633.5789,18526812.7413
2030,16952376.9957,18537858.4562
2031,17111599.3306,18607154.4889
