year,Base case cost,Modeled non-residential ashp
2017,13452676.8441,14745204.524
2018,14120522.2111,15345985.6112
2019,15003611.7581,16152266.071
2020,15421521.3677,16514369.9381
2021,15721373.084,16765197.2601
2022,15952838.883,16952032.8831
2023,16084736.5087,17043674.7722
2024,16224477.8993,17143965.2356
2025,16384093.9557,17263732.8739
2026,16519051.8153,17359609.8418
2027,16628613.3428,17430840.0148
2028,16692672.8336,17458483.5596
2029,16858633.5789,17587559.7351
2030,16952376.9957,17647483.5197
2031,17111599.3306,17770017.6082
