year,Base case cost,Modeled residential ashp
2017,90505.6664136,204740.98567
2018,90325.2089295,201925.590983
2019,99451.8975685,208225.325254
2020,104015.241888,210423.033725
2021,106897.35409,211137.947265
2022,109299.114258,211460.797561
2023,110980.346376,211172.17725
2024,112181.22646,210489.424884
2025,113862.458577,210284.985066
2026,115783.866712,210339.522298
2027,117465.09883,210215.363257
2028,118665.978914,209693.217601
2029,120587.387048,209863.980963
2030,121788.267132,209416.602605
2031,123709.675267,209660.380906
