year,Base case cost,Modeled non-residential ashp
2017,186202.524654,280633.075432
2018,200604.608438,293582.142039
2019,220874.207839,312354.442532
2020,231009.007539,321148.987072
2021,237409.933665,326285.210359
2022,242744.038771,330395.828372
2023,246477.912344,332953.5144
2024,249144.964897,334484.309737
2025,252878.838471,337094.299716
2026,257146.122555,340256.202279
2027,260879.996129,342916.073194
2028,263547.048682,344546.658462
2029,267814.332766,347780.775923
2030,270481.385318,349457.816431
2031,274748.669403,352737.300339
