year,Base case cost,Modeled residential ashp
2017,2139310.03466,2657799.7462
2018,2230258.82561,2571571.45229
2019,2599315.1479,2711694.47538
2020,2791029.73998,2776174.45126
2021,2932226.95295,2821655.8939
2022,3141828.90372,2945116.59132
2023,3364296.3628,3104153.47084
2024,3725422.45682,3402616.2248
2025,4084722.28659,3700001.97176
2026,4469088.80482,4014416.09541
2027,4726852.57377,4207327.02151
2028,4940627.81345,4361332.22274
2029,6641609.30013,5994455.1081
2030,8292919.58127,7596112.27869
2031,9794308.15537,9026572.59866
