year,Base case cost,Modeled non-residential ashp
2017,265745.438207,284297.678082
2018,282989.918207,300275.994692
2019,306505.118207,322256.700378
2020,316956.318207,331768.019286
2021,324272.158207,338295.051731
2022,330020.318207,343335.227185
2023,333678.238207,346389.061945
2024,336813.598207,348953.997524
2025,333473.921557,345030.654789
2026,337568.481557,348528.070588
2027,341151.221557,351546.617724
2028,344222.141557,354086.070709
2029,355625.758207,364920.735426
2030,358238.558207,367043.534446
2031,362419.038207,370672.773309
