year,Base case cost,Modeled residential ashp
2017,499210.762817,872609.261948
2018,541775.572227,902245.438005
2019,591594.095987,937084.841687
2020,619730.5604,954446.881351
2021,640324.628201,965842.500275
2022,658903.234586,975785.277469
2023,673050.276778,982259.206238
2024,687347.559481,989034.82067
2025,709144.538088,1003458.02664
2026,726258.564929,1012938.89221
2027,742339.820978,1021729.94028
2028,763704.990835,1036346.45869
2029,781470.059889,1046891.65963
2030,794302.763049,1053443.48836
2031,812418.393295,1064598.88723
