year,Base case cost,Modeled non-residential ashp
2017,572750.274531,718086.269272
2018,607536.56223,748153.165975
2019,655988.891525,791151.048473
2020,679593.872464,810814.11513
2021,694502.281478,822348.544205
2022,706925.955656,831602.012228
2023,714380.160163,836233.51019
2024,721834.36467,840920.962928
2025,729288.569176,845663.058996
2026,739227.508519,852798.151561
2027,747924.080444,858815.539144
2028,754135.917533,862544.183425
2029,764074.856875,869831.976328
2030,769044.326547,872489.034522
2031,778983.265889,879872.755991
