year,Base case cost,Modeled non-residential ashp
2017,556628.127443,691592.15942
2018,600582.768071,732326.414934
2019,666805.265742,793884.906577
2020,701116.456525,826086.189871
2021,739859.610746,863385.723178
2022,769913.527061,892329.161868
2023,790720.233705,912358.534174
2024,816311.811221,937283.825114
2025,837715.645544,957910.325099
2026,866806.065154,986112.362609
2027,888846.183069,1007375.14619
2028,915847.373465,1033710.05001
2029,944690.980203,1061776.32241
2030,970906.963918,1087437.06731
2031,997268.198108,1112798.87164
