year,Base case cost,Modeled transmission and interties
2021,1119102.50519,2065005.20401
2022,1168850.30575,2123777.31837
2023,1207735.07365,2170789.92048
2024,1244499.84189,2214027.51893
2025,1285142.93723,2261438.75571
2026,1330928.06816,2316260.9572
2027,1373491.02832,2367674.25505
2028,1417896.65846,2420009.3263
2029,1462997.04236,2474469.17329
2030,1501630.21219,2520308.499
2031,1555299.22588,2582197.67304
2032,1606184.9359,2644963.99188
2033,1659696.7008,2706579.15308
2034,1715978.90355,2773395.17851
2035,1763092.07203,2831277.58895
2036,1826310.37617,2903872.46391
2037,1871529.41144,2959491.1119
2038,1932611.99104,3032006.93527
2039,1989340.20855,3100378.72985
2040,2059244.44554,3182890.55755
