year,Base case cost,Modeled residential ashp
2017,230511.991404,-34715.3567387
2018,252446.411938,-12282.8578302
2019,274119.981495,10084.4637486
2020,287778.326547,24063.0020407
2021,288002.91045,24518.8366178
2022,295345.127776,32038.9390782
2023,290427.124845,27245.4557401
2024,294685.003953,31610.0659285
2025,289275.496728,26325.0782978
2026,294756.067155,31947.9568319
2027,288805.905209,26122.3144793
2028,292768.881742,30192.0220921
2029,286327.215503,23874.8754468
2030,289506.819873,27143.4223843
2031,283820.915875,21617.6150066
