year,Base case cost,Modeled non-residential ashp
2017,206702.729494,152812.785022
2018,226371.574341,172924.404619
2019,253767.465377,200937.01763
2020,266411.722779,213865.915942
2021,275543.686457,223203.453612
2022,282568.273903,230386.174897
2023,287485.485114,235414.079796
2024,291700.237581,239723.712567
2025,296617.448793,244751.617466
2026,302237.118749,250497.794494
2027,307154.329961,255525.699393
2028,311369.082428,259835.332164
2029,316286.29364,264863.237063
2030,319798.587362,268454.597705
2031,326120.716063,274919.046861
