year,Base case cost,Modeled non-residential ashp
2017,9947.72715474,18454.6231744
2018,11110.8427632,16913.3928382
2019,12724.1966718,14912.1286455
2020,13512.1136968,13776.1683023
2021,14037.3917136,12920.5449188
2022,14450.1101553,12189.1406466
2023,14750.269022,11581.7853102
2024,14975.388172,11059.3267831
2025,15275.5470387,10465.6591979
2026,15613.2257638,9839.60995738
2027,15913.3846305,9258.99605033
2028,16138.5037805,8762.65220202
2029,16476.1825055,8155.50135494
2030,16663.7817972,7710.30058434
2031,17038.9803806,7076.03608436
