year,Base case cost,Modeled non-residential ashp
2017,1797133.08581,2578480.74828
2018,1919661.35775,2587974.33948
2019,2089839.51321,2622143.07055
2020,2171525.02783,2613866.38016
2021,2225982.03758,2593308.64181
2022,2266824.79489,2567152.45776
2023,2297456.86288,2537049.11066
2024,2321281.80464,2504650.48652
2025,2348510.30952,2474963.70514
2026,2382545.94061,2449641.83645
2027,2413178.00859,2423629.25407
2028,2437002.95036,2395225.51761
2029,2467635.01834,2371117.31157
2030,2488056.397,2342896.00244
2031,2522092.02809,2322281.26545
