year,annotation,consumption,consumption residential,consumption non-residential
2003,,2446497.0,1183014.0,1263483.0
2004,,2595826.0,1236781.0,1359045.0
2005,,2728562.0,1277588.0,1450974.0
2006,,2922237.0,1354276.0,1567961.0
2007,,2903718.0,1358730.0,1544988.0
2008,,2889748.0,1358265.0,1531483.0
2009,,2992779.0,1398256.0,1594523.0
2010,,3002280.0,1419425.0,1582855.0
2011,,2956398.0,1443031.0,1513367.0
2012,,3119416.0,1466661.0,1652755.0
2013,,3058162.0,1434261.0,1623901.0
2014,,3070007.0,1370460.0,1699547.0
2015,,3309814.0,1416699.0,1893115.0
2016,start of forecast,3219683.0,1480829.0,1738854.0
2017,,3239745.0,1500891.0,1738854.0
2018,,3263111.0,1524256.0,1738854.0
2019,,3282717.0,1543863.0,1738854.0
2020,,3304506.0,1565651.0,1738854.0
2021,,3324756.0,1585901.0,1738854.0
2022,,3344612.0,1605758.0,1738854.0
2023,,3361375.0,1622521.0,1738854.0
2024,,3377730.0,1638875.0,1738854.0
2025,,3396823.0,1657968.0,1738854.0
2026,,3418782.0,1679928.0,1738854.0
2027,,3447807.0,1708953.0,1738854.0
2028,,3469707.0,1730853.0,1738854.0
2029,,3495181.0,1756327.0,1738854.0
2030,,3521108.0,1782254.0,1738854.0
2031,,3542278.0,1803424.0,1738854.0
2032,,3564545.0,1825691.0,1738854.0
2033,,3586949.0,1848095.0,1738854.0
2034,,3607308.0,1868454.0,1738854.0
2035,,3627502.0,1888648.0,1738854.0
2036,,3646465.0,1907610.0,1738854.0
2037,,3669243.0,1930389.0,1738854.0
2038,,3689234.0,1950380.0,1738854.0
2039,,3715723.0,1976868.0,1738854.0
2040,,3737407.0,1998552.0,1738854.0
