year,Base case cost,Modeled residential ashp
2017,947747.765381,1815124.31891
2018,1021572.57539,1865373.43054
2019,1112144.56937,1928930.13564
2020,1168256.44848,1965517.30857
2021,1204172.7463,1984265.11641
2022,1231924.14322,1996513.47669
2023,1264381.10845,2014442.26369
2024,1286226.27502,2022385.48171
2025,1308251.39634,2030786.41542
2026,1343926.79085,2052425.26826
2027,1377823.39415,2072892.02591
2028,1400613.3232,2082852.59683
2029,1435214.74931,2104535.48438
2030,1484404.4873,2141736.9901
2031,1531927.13148,2176486.91376
