year,Base case cost,Modeled non-residential ashp
2017,895755.880492,1176203.9602
2018,951498.52589,1224909.5474
2019,1028384.93334,1293761.99183
2020,1064905.97687,1324433.08377
2021,1089894.05929,1344260.87489
2022,1107193.50097,1356888.56046
2023,1120648.62227,1365959.38679
2024,1132181.58339,1373293.96466
2025,1143714.5445,1380712.95347
2026,1159091.82599,1391859.74538
2027,1172546.9473,1401264.35259
2028,1184079.90841,1408924.88835
2029,1197535.02972,1418484.88067
2030,1207145.83065,1424474.47446
2031,1222523.11214,1436005.33886
