year,annotation,consumption,consumption residential,consumption non-residential
2003,,2077765.0,921471.0,1156294.0
2004,,2092647.0,903062.0,1189585.0
2005,,2216170.0,917390.0,1298780.0
2006,,2221535.0,907725.0,1313810.0
2007,,2198792.0,902225.0,1296567.0
2008,,2169537.0,928619.0,1240918.0
2009,,2182361.0,936147.0,1246214.0
2010,,2313153.0,986157.0,1326996.0
2011,,2234604.0,969558.0,1265046.0
2012,,2366945.0,1021100.0,1345845.0
2013,,2190033.0,962249.0,1227784.0
2014,,2223033.0,932836.0,1290197.0
2015,,2348909.0,950751.0,1398158.0
2016,start of forecast,2234278.0,928899.0,1305380.0
2017,,2231991.0,926611.0,1305380.0
2018,,2228908.0,923529.0,1305380.0
2019,,2225878.0,920498.0,1305380.0
2020,,2222628.0,917249.0,1305380.0
2021,,2219328.0,913949.0,1305380.0
2022,,2216898.0,911518.0,1305380.0
2023,,2214558.0,909178.0,1305380.0
2024,,2211253.0,905873.0,1305380.0
2025,,2208710.0,903330.0,1305380.0
2026,,2204439.0,899059.0,1305380.0
2027,,2202014.0,896634.0,1305380.0
2028,,2198957.0,893577.0,1305380.0
2029,,2194190.0,888810.0,1305380.0
2030,,2187137.0,881758.0,1305380.0
2031,,2179933.0,874554.0,1305380.0
2032,,2176627.0,871248.0,1305380.0
2033,,2173241.0,867861.0,1305380.0
2034,,2169776.0,864397.0,1305380.0
2035,,2166271.0,860891.0,1305380.0
2036,,2160983.0,855604.0,1305380.0
2037,,2157314.0,851934.0,1305380.0
2038,,2153481.0,848102.0,1305380.0
2039,,2149634.0,844254.0,1305380.0
2040,,2144992.0,839612.0,1305380.0
