year,Base case cost,Modeled residential ashp
2017,116403.290709,174484.224893
2018,130013.48349,177904.144265
2019,148892.137991,183394.306462
2020,158111.946004,185208.759686
2021,164258.484679,185881.066742
2022,169087.907923,186086.151994
2023,166805.440371,180028.309946
2024,169351.231156,179376.712127
2025,172745.61887,179070.533001
2026,176564.305048,178954.677111
2027,179958.692761,178719.840127
2028,182504.483546,178210.966722
2029,186323.169724,178198.396093
2030,188444.662045,177601.736038
2031,192687.646687,177808.279904
