year,Base case cost,Modeled non-residential ashp
2017,229799.946613,263689.77079
2018,256668.788165,281430.752981
2019,293938.47161,306495.737595
2020,312139.94492,318206.61916
2021,324274.26046,325685.225237
2022,333808.365527,331363.61969
2023,340742.260121,335241.233618
2024,345942.681067,337925.67306
2025,352876.575661,341849.04189
2026,360677.20708,346402.648666
2027,367611.101674,350369.652771
2028,372811.52262,353141.387308
2029,380612.154038,357758.166855
2030,384945.83816,359962.378301
2031,393613.206403,365227.005505
