year,Base case cost,Modeled non-residential ashp
2017,57857.5669326,199813.640614
2018,61589.6319604,204972.708823
2019,66654.5773552,211974.301392
2020,69053.7620159,215290.84524
2021,70786.506493,217686.126908
2022,71986.0988234,219344.398832
2023,72785.8270436,220449.913449
2024,84308.6970435,232227.605445
2025,85226.6271059,233451.321903
2026,86450.5338557,235082.943848
2027,87368.463918,236306.660306
2028,88133.4056367,237326.424021
2029,89204.3240428,238754.093222
2030,89969.2657614,239773.856938
2031,91040.1841675,241201.526139
