year,Base case cost,Modeled residential ashp
2017,57857.5669326,105855.942385
2018,61589.6319604,110057.709685
2019,66654.5773552,115760.108163
2020,69053.7620159,118461.244285
2021,70786.506493,120412.064817
2022,71986.0988234,121762.632877
2023,72785.8270436,122663.011585
2024,84308.6970435,134269.75699
2025,85226.6271059,135288.337539
2026,86450.5338557,136646.444938
2027,87368.463918,137665.025488
2028,88133.4056367,138513.842612
2029,89204.3240428,139702.186586
2030,89969.2657614,140551.003711
2031,91040.1841675,141739.347685
