year,annotation,consumption,consumption residential,consumption non-residential
2003,,2672196.0,240401.0,2431795.0
2004,,2822625.0,239788.0,2582837.0
2005,,2689839.0,223208.0,2466631.0
2006,,2587907.0,216085.0,2371822.0
2007,,2519439.0,215191.0,2304248.0
2008,,2604394.0,191383.0,2413011.0
2009,,2515786.0,181275.0,2334511.0
2010,,2472618.0,215658.0,2256960.0
2011,,2394905.0,188666.0,2206239.0
2012,,2678359.0,246155.0,2432204.0
2013,,2385324.0,176958.0,2208366.0
2014,,2158250.0,170958.0,1987292.0
2015,,2102492.0,146976.0,1955516.0
2016,start of forecast,2242357.0,191966.0,2050391.0
2017,,2242872.0,192481.0,2050391.0
2018,,2243546.0,193154.0,2050391.0
2019,,2244258.0,193867.0,2050391.0
2020,,2245191.0,194800.0,2050391.0
2021,,2246342.0,195951.0,2050391.0
2022,,2247518.0,197127.0,2050391.0
2023,,2248808.0,198417.0,2050391.0
2024,,2250113.0,199722.0,2050391.0
2025,,2251515.0,201124.0,2050391.0
2026,,2253086.0,202695.0,2050391.0
2027,,2254864.0,204472.0,2050391.0
2028,,2256843.0,206452.0,2050391.0
2029,,2258539.0,208148.0,2050391.0
2030,,2260461.0,210070.0,2050391.0
2031,,2262637.0,212246.0,2050391.0
2032,,2265178.0,214787.0,2050391.0
2033,,2267872.0,217480.0,2050391.0
2034,,2270641.0,220249.0,2050391.0
2035,,2273352.0,222961.0,2050391.0
2036,,2276015.0,225623.0,2050391.0
2037,,2278610.0,228219.0,2050391.0
2038,,2281286.0,230895.0,2050391.0
2039,,2284072.0,233681.0,2050391.0
2040,,2286823.0,236432.0,2050391.0
