year,Base case cost,Modeled residential ashp
2017,270756.19796,-41508.5161688
2018,298140.708055,-14391.8663615
2019,330163.22855,17277.5655726
2020,344518.15153,31474.207474
2021,354456.175132,41302.6518674
2022,362185.749044,48946.9975066
2023,367706.873268,54407.2443918
2024,371019.547802,57683.3925229
2025,372289.772195,58892.7395785
2026,377748.566509,64290.6565542
2027,383207.360823,69688.5735298
2028,387574.396274,74006.9071104
2029,388545.437102,74917.0706002
2030,391783.315744,78118.4228399
2031,393659.125706,79921.1799963
