year,annotation,Average Load
2003,,294.0
2004,,288.0
2005,,285.0
2006,,290.0
2007,,285.0
2008,,288.0
2009,,291.0
2010,,294.0
2011,,291.0
2012,,293.0
2013,,274.0
2014,start of forecast,287.0
2015,,288.0
2016,,288.0
2017,,288.0
2018,,288.0
2019,,288.0
2020,,288.0
2021,,288.0
2022,,288.0
2023,,288.0
2024,,288.0
2025,,288.0
2026,,288.0
2027,,288.0
2028,,288.0
2029,,288.0
2030,,288.0
2031,,288.0
2032,,288.0
2033,,288.0
2034,,288.0
2035,,288.0
2036,,289.0
2037,,289.0
2038,,288.0
2039,,288.0
2040,,288.0
