year,Base case cost,Modeled non-residential ashp
2017,953478.581525,844048.372963
2018,1018486.61228,904506.361302
2019,1108775.54389,988475.78955
2020,1152114.23107,1028781.11511
2021,1181006.68918,1055651.33215
2022,1202676.03277,1075803.99493
2023,1218928.04046,1090918.49201
2024,1231568.49088,1102674.21197
2025,1246014.71994,1116109.32049
2026,1264072.50626,1132903.20614
2027,1280324.51395,1148017.70322
2028,1292964.96438,1159773.42318
2029,1309216.97207,1174887.92026
2030,1320051.64386,1184964.25165
2031,1338109.43018,1201758.1373
