year,Base case cost,Modeled residential ashp
2017,520813.447203,179549.797578
2018,563113.042312,214074.716067
2019,620425.66355,260589.175332
2020,652357.781588,287338.175622
2021,684465.839262,315990.821465
2022,705043.219556,333976.642886
2023,722697.637064,349687.391239
2024,738403.412716,363881.424214
2025,763680.084104,387430.389686
2026,783175.685569,404766.358757
2027,801781.244456,421428.248489
2028,818317.763843,436453.025199
2029,837332.674715,453524.266916
2030,853063.429873,467959.242638
2031,873654.649888,486390.830258
