year,Base case cost,Modeled transmission and interties
2021,165791.372568,1370524.09112
2022,171418.755971,1374400.93206
2023,175314.636789,1376727.03663
2024,178344.766314,1379053.14119
2025,182240.647131,1381379.24576
2026,186569.403595,1384480.71851
2027,190465.284413,1387194.50717
2028,193928.289584,1389520.61173
2029,197878.692906,1391979.89022
2030,200470.990193,1393914.61142
2031,205223.53522,1397010.16533
2032,209976.080246,1400105.71924
2033,215160.67482,1403588.21739
2034,219913.219846,1407070.71554
2035,223369.616228,1409392.38097
2036,228554.210802,1412874.87912
2037,231135.768808,1414511.43869
2038,236741.673649,1417987.27815
2039,240622.684692,1420690.70883
2040,246228.589532,1424552.75267
