year,Base case cost,Modeled non-residential ashp
2017,123542.656749,151926.830873
2018,136204.462148,163449.229552
2019,153790.30298,179452.561052
2020,162583.223396,187454.226801
2021,168210.692462,192575.292881
2022,172783.011078,196736.159071
2023,175948.462428,199616.758741
2024,178410.480145,201857.225151
2025,181575.931494,204737.824821
2026,185093.099661,207938.49112
2027,188258.55101,210819.09079
2028,191072.285544,213379.62383
2029,194589.45371,216580.29013
2030,196699.75461,218500.68991
2031,200568.639593,222021.42284
