year,Base case cost,Modeled residential ashp
2017,204025.531306,255950.215209
2018,224935.97343,271882.060311
2019,253978.254159,294009.622952
2020,268499.394523,305073.404273
2021,277792.924356,312154.224318
2022,285343.917345,317907.390605
2023,290571.527876,321890.351881
2024,294637.447178,324988.210651
2025,299865.057709,328971.171926
2026,305673.513855,333396.684454
2027,310901.124386,337379.64573
2028,304970.792513,330342.958964
2029,310584.550469,334573.773302
2030,313952.805243,337112.261905
2031,320127.938994,341766.157677
